"","DBIC_ID","fVn_left.dlPFC","fVn_left.IPL","fVn_left.IPS","fVn_left.MFG","fVn_right.dlPFC","fVn_right.IPL","fVn_right.IPS","fVn_right.MFG","fVn_left.lOFC","fVn_left.VS","fVn_right.VS","fVn_left.vmPFC","fVr_left.dlPFC","fVr_left.IPL","fVr_left.IPS","fVr_left.MFG","fVr_right.dlPFC","fVr_right.IPL","fVr_right.IPS","fVr_right.MFG","fVr_left.lOFC","fVr_left.VS","fVr_right.VS","fVr_left.vmPFC","fVn_left.dlPFC_z","fVn_left.IPL_z","fVn_left.IPS_z","fVn_left.MFG_z","fVn_right.dlPFC_z","fVn_right.IPL_z","fVn_right.IPS_z","fVn_right.MFG_z","fVn_left.lOFC_z","fVn_left.VS_z","fVn_right.VS_z","fVn_left.vmPFC_z","fVr_left.dlPFC_z","fVr_left.IPL_z","fVr_left.IPS_z","fVr_left.MFG_z","fVr_right.dlPFC_z","fVr_right.IPL_z","fVr_right.IPS_z","fVr_right.MFG_z","fVr_left.lOFC_z","fVr_left.VS_z","fVr_right.VS_z","fVr_left.vmPFC_z"
"36","20feb15rw",0.0572497,-0.0649609,1.23005,0.29365,0.773856,0.103176,0.615148,0.948654,0.109325,-0.0274622,0.323882,0.364182,0.350097,-0.40616,2.14905,0.455278,1.23971,0.193189,1.55896,1.83792,-0.860726,0.378393,0.564607,-0.592326,-0.278534180406287,-0.0902879044021686,1.52996091087349,-0.30052562696653,1.12143709234527,0.305143600099125,0.286773965036155,0.765217179747539,-0.360608127412762,-0.401792288946124,0.515859345458771,0.531096695135943,0.126286308709632,-0.492733895009853,1.84940669407787,-0.363953061275272,1.42982754212644,0.485208487364922,0.523174801115819,1.00468452782333,-1.73048452645311,0.435584905336532,1.26353668661179,0.0614588429527847
"37","23feb15bf",-0.474096,-0.745677,-0.874214,0.754588,0.194915,0.189823,-0.770991,0.990202,-0.0106987,0.446092,0.457476,0.972025,0.109873,-0.0461261,1.65251,1.11735,0.341218,-0.231059,0.83432,0.296638,0.00188579,0.967286,-1.55666,-0.537656,-1.15753741425184,-1.54725066183623,-2.1124807178239,0.593897723266964,-0.0402229273059912,0.440311390690193,-2.26118637275436,0.838899779565255,-0.605815110632258,0.779733697584541,0.851848576511626,1.6440172935787,-0.226492171062857,0.169867339737311,1.21821128248843,0.429070199202767,0.0869333004416921,-0.034210791665585,-0.355547993249678,-0.581149600051099,-0.424866826058244,1.68280310392908,-3.44060111842825,0.150155526992869
"38","23feb15eb",-0.425055,-0.342625,0.235394,1.45373,-0.432507,0.264153,0.89019,0.428984,1.10702,-0.618742,0.59558,0.432372,-0.153947,-0.45806,0.704091,1.34388,0.315902,1.46541,2.136,1.22215,0.973002,0.0999308,0.334982,0.0201996,-1.07640906863613,-0.684583019173872,-0.191770022428425,1.9505420657359,-1.29916132145951,0.556264878689017,0.792348158696805,-0.156382816576521,1.67767082185456,-1.87704570029936,1.1991804684029,0.655948105134597,-0.613922313486503,-0.588249911927643,0.0125929615792536,0.700405581451359,0.0490957786579801,2.04282600020522,1.22291287969369,0.371115147968615,1.04497920156952,-0.154170998469625,0.754318543170952,1.05522122834995
"39","23feb15jk",-0.531584,-0.641795,-1.075,-0.255005,-0.118219,-0.63581,0.156153,0.33858,-0.295742,0.189304,-0.408943,0.213986,-0.856968,-0.718931,-0.743859,0.345028,-0.0432835,-0.798327,0.442365,2.26478,0.00439814,0.629068,-0.157837,-0.508547,-1.25263960084583,-1.32490803593423,-2.46003752859461,-1.36515870825373,-0.668534359029564,-0.847661516035666,-0.556937275498998,-0.316708265549293,-1.18815516247144,0.139043159882128,-1.32719729066492,0.256097686833292,-1.64633655864159,-1.06835316528719,-1.8280228925532,-0.496009415369243,-0.487746107131383,-0.728733654653926,-0.830845786451168,1.44388329600753,-0.421064224856158,0.966490217391842,-0.338560612985263,0.197382009080354
"40","25feb15nh",0.740279,0.352153,0.171836,0.262476,0.635696,0.373536,0.0141248,0.531852,0.0884577,-0.275462,0.129041,0.692336,-0.373905,-0.248251,0.348147,-0.765327,-0.475792,0.340074,0.625222,0.237407,-0.385818,-0.195347,-0.433339,-0.843155,0.851398674063534,0.8024769617558,-0.301787731725714,-0.361016958816321,0.844215495818129,0.726900427966232,-0.818009376094811,0.0260467029683121,-0.403239771670822,-1.02055611440561,0.0258337622172391,1.13192510981109,-0.936939367793304,-0.20212043228401,-0.439878580658615,-1.82598159722876,-1.13417720961166,0.665044104269177,-0.609107248681667,-0.642092724818747,-1.01168112259617,-0.779540710455286,-0.949515939949828,-0.345486475523349
"41","27feb15bh",1.09034,0.571899,0.604963,0.958335,0.423644,-0.139938,0.779717,0.190111,0.309612,0.40836,0.223793,0.083345,1.60162,0.638149,1.01067,2.11147,0.423867,-0.602756,1.149,0.437183,2.17035,0.489983,-0.0319766,0.0424422,1.43050329661568,1.27280774737275,0.447947004653759,0.989256913309927,0.418727699156485,-0.0741099486879884,0.589279907679604,-0.580008109400654,0.0485758174921478,0.685591699638425,0.264135269925071,0.0169025987905574,1.96419751383612,1.42919743661635,0.402312335828415,1.61981725346035,0.210461240791748,-0.489290338906356,0.0260435403821045,-0.436542021748029,2.85724140393565,0.671921691103968,-0.0594516343430362,1.09130765352701
"42","27feb15ea",0.632517,-0.141616,1.76385,0.780036,0.665111,-0.109505,1.2377,1.44776,0.111523,0.871914,0.155791,0.028357,0.571172,-0.135376,1.7113,0.799589,0.451392,-0.581712,1.59365,1.56881,1.39833,0.575812,-0.749461,-0.920885,0.673128394496644,-0.25435575275684,2.45395872740158,0.643278085521197,0.903237450521703,-0.0266350058618319,1.43113091928978,1.65034829712071,-0.356117639708113,1.8421670127921,0.0931100765027898,-0.0837768165636875,0.450943721856125,0.00561310161956498,1.29294439210164,0.0484592320077153,0.251600353886102,-0.463525552017748,0.565241059860215,0.727795663778798,1.68874012822408,0.853699179997536,-1.65055048732405,-0.471595735637411
"43","27feb15mc",-1.08682,-0.584244,-0.504299,0.031364,-0.870259,-1.31073,-0.296012,-0.271951,-0.0843051,-0.0408874,-0.240345,-0.0709086,-0.275893,-0.164378,0.0258358,1.87959,-0.390212,-1.06868,0.081209,0.0939936,0.831708,-0.159411,-0.383054,-0.315993,-2.17116446996111,-1.20172942497867,-1.47216477121283,-0.809476337993484,-2.17752197811084,-1.90052480300144,-1.38809380896141,-1.39944416978799,-0.756192105256217,-0.435288397046044,-0.903172915490515,-0.265525608532632,-0.793004855173994,-0.047761763942087,-0.849596529955522,1.34207369439178,-1.00626857024327,-1.05973476802095,-1.26879567815169,-0.789651616776551,0.831121763614038,-0.703431751468471,-0.838003542158113,0.509781886502237
"44","28apr15jr",0.857302,0.177606,0.12907,0.96859,0.497314,0.406838,0.693508,1.44954,0.148364,0.581489,0.137684,0.0744353,0.761359,-0.371099,0.226923,0.589042,-0.30647,-0.327293,0.680237,0.00141065,0.105209,-0.68006,-0.172939,-0.791825,1.04498939180964,0.42888732810112,-0.375814877888397,1.00915614369806,0.566548450576247,0.778850960151579,0.430813034760956,1.65350500809779,-0.280851917448347,1.11755157354952,0.0475709279880808,0.000589523447178571,0.730240880893066,-0.428208132598396,-0.593977006917362,-0.203731871714946,-0.881107022241547,-0.152032902549365,-0.542394212509198,-0.884910759340528,-0.268480589049339,-1.80611578384619,-0.372050922848055,-0.262208612128846
"45","28apr15js",-0.426498,-0.253695,0.0529839,0.0342818,0.338028,-0.0362415,0.179573,0.32721,-0.0446816,-0.42667,-0.297423,-1.15432,-0.171908,-1.03209,0.331385,-0.378641,-0.235684,-0.0190498,0.731872,2.14723,-0.104952,0.0562582,-0.490237,-2.02367,-1.07879621821961,-0.494242731910781,-0.507518493977078,-0.803814516986513,0.246936991221718,0.0876547609618173,-0.513887313618513,-0.336872200273646,-0.675241768784355,-1.39782271107254,-1.04672422266026,-2.24918070310097,-0.64029875495444,-1.64468650520932,-0.461186224532346,-1.36281295016135,-0.775309628617679,0.225358294840031,-0.479779877822923,1.32293540864387,-0.586572602993045,-0.246665325112755,-1.07569337675112,-2.26075565349262
"46","29apr15ma",0.544059,-0.100399,0.144651,0.718265,0.73247,-0.42665,0.0456812,0.870788,1.26307,0.26666,-0.402411,-1.085,2.03463,-0.830439,-0.0990157,0.0533851,2.40725,-0.631028,-0.0309797,0.689463,1.52033,0.201318,0.262601,-0.87104,0.526792651007029,-0.166137428005656,-0.348844458294309,0.523415056724975,1.03839501798313,-0.521375607925427,-0.76000332071115,0.627127035398685,1.99647910498033,0.332047728765829,-1.31076929496723,-2.12226033734197,2.60008988731373,-1.2735708919629,-1.00830618865383,-0.845336382003191,3.1748433496535,-0.523904578352978,-1.4048394625967,-0.176969643831359,1.87339487244937,0.0605572474839572,0.593805888014104,-0.390727138308382
"47","30apr15kh",0.0174996,-0.509771,0.337876,0.378128,-0.357094,0.248423,0.224574,0.369286,0.0123665,0.771686,0.637012,-0.062678,-0.305296,-0.602096,0.432039,1.24205,-0.498828,-1.04036,1.38566,0.669156,0.124739,0.747276,0.286812,-0.464351,-0.344292624382937,-1.04233200888349,-0.0143755971128919,-0.136600986817475,-1.14784319567128,0.531726356339743,-0.431167786095724,-0.262253227761607,-0.558693182968352,1.59209640508131,1.30338204797221,-0.250455920673196,-0.83618432783597,-0.853331704081222,-0.333236123919861,0.578434619660982,-1.16860702284477,-1.02506176076542,0.313025402430209,-0.19786363573858,-0.23892069433852,1.21684328462006,0.647496385437495,0.269085660952232
